complaint_text,category,department,priority,resolution_time_days
"medical problem not working in Whitefield Bengaluru from 5 days, situation is very high impact. RefH6",Healthcare,Health Department,High,1
"Since 8 days in Anna Nagar Chennai, dumping and service is completely down. RefH386",Sanitation & Garbage,Municipal Corporation,High,3
"In Vaishali Ghaziabad, water shortage is moderate but regular from last 1 days. RefM24",Water Supply,Municipal Corporation,Medium,6
"Gachibowli Hyderabad has no doctor sometimes, response is slow and ther is delay. RefM202",Healthcare,Health Department,Medium,3
"Mansarovar Jaipur facing broken roads continuously for 6 days, urgent action needed. RefH340",Roads & Infrastructure,PWD,High,1
"Please improve water shortage in Salt Lake Kolkata, this is a minor suggestion. RefL486",Water Supply,Municipal Corporation,Low,11
"litter not working in Lalpur Ranchi from 5 days, situation is very high impact. RefH498",Sanitation & Garbage,Municipal Corporation,High,2
"Small inconvenience in Lalpur Ranchi because of bus delay, kindly review. RefL306",Public Transport,Transport Department,Low,11
"Routine complaint from Nerul Navi Mumbai on garbage, not urgent but needs attention. RefL141",Sanitation & Garbage,Municipal Corporation,Low,11
"Sector 21 Gurugram facing potholes continuously for 5 days, urgent action needed. RefH186",Roads & Infrastructure,PWD,High,2
"Small inconvenience in T Nagar Chennai because of late buses, kindly review. RefL257",Public Transport,Transport Department,Low,8
"When possible, improve dump at Indiranagar Bengaluru; issue is low priority now. RefL190",Sanitation & Garbage,Municipal Corporation,Low,9
"Average level bus delay seen in Behala Kolkata, issue pending from 2 days. RefM222",Public Transport,Transport Department,Medium,6
"Sector 21 Gurugram has transport issue sometimes, response is slow and there is delay. RefM292",Public Transport,Transport Department,Medium,6
There is transport style delay in service at Andheri East Mumbai due to no buses. RefM180,Public Transport,Transport Department,Medium,7
"Average level token not generated seen in Andheri East Mumbai, issue pending from 1 days. RefM224",Government Services,Revenue Department,Medium,3
There is transport style delay in service at Vaishali Ghaziabad due to appointment slot delay. RefM252,Government Services,Revenue Department,Medium,7
"In Vaishali Ghaziabad, water shortage is moderate but regular from last 1 days. RefM150",Water Supply,Municipal Corporation,Medium,3
"Since 4 days in Kondapur Hyderabad, record mismatch and service is completely down. RefH371",Government Services,Revenue Department,High,1
"unhygienic not working in Ashok Vihar Delhi from 6 days, situation is very high impact. RefH358",Sanitation & Garbage,Municipal Corporation,High,3
"Please improve record mismatch in Behala Kolkata, this is a minor suggestion. RefL406",Government Services,Revenue Department,Low,14
"Average level certificate not updated seen in Sector 21 Gurugram, issue pending from 2 days. RefM294",Government Services,Revenue Department,Medium,4
"T Nagar Chennai has dirty sometimes, response is slow and there is delay. RefM148",Sanitation & Garbage,Municipal Corporation,Medium,4
"Routine complaint from Gachibowli Hyderabad on blackout, not urgent but needs attention. RefL191",Electricity,Electricity Board,Low,11
"Miyapur Hyderabad facing supply problem continuously for 8 days, urgnt action needed. RefH325",Water Supply,Municipal Corporation,High,2
"Dwarka Delhi has unhygienic sometimes, response is slow and there is delay. RefM211",Sanitation & Garbage,Municipal Corporation,Medium,5
"Patia Bhubaneswar has transport issue sometimes, response is slow and there is delay. RefM250",Public Transport,Transport Department,Medium,4
"Please improve broken roads in Ashok Vihar Delhi, this is a minor suggestion. RefL445",Roads & Infrastructure,PWD,Low,10
"In Aliganj Lucknow, late buses is moderate but regular from last 1 days. RefM404",Public Transport,Transport Department,Medium,5
"T Nagar Chennai facing medical problem continuously for 6 days, urgnt action needed. RefH391",Healthcare,Health Department,High,2
"Since 6 days in Mayur Vihar Delhi, supply problm and service is completely down. RefH402",Water Supply,Municipal Corporation,High,1
"Small inconvenience in Karol Bagh Delhi because of verification not completed, kindly review. RefL175",Government Services,Revenue Department,Low,13
"When possible, improve token not generated at Indiranagar Bengaluru; issue is low priority now. RefL441",Government Services,Revenue Department,Low,8
There is transport style delay in service at Ameerpet Hyderabad due to bad roads. RefM221,Roads & Infrastructure,PWD,Medium,6
"Average level no doctor seen in Viman Nagar Pune, issue pending from 1 days. RefM6",Healthcare,Health Department,Medium,4
"Since 3 days in Lalpur Ranchi, no electricity and service is completely down. RefH86",Electricity,Electricity Board,High,2
There is transport style delay in service at Shivajinagar Pune due to pipeline issue. RefM31,Water Supply,Municipal Corporation,Medium,4
"Small inconvenience in Noida Sector 62 because of supply problem, kindly review. RefL24",Water Supply,Municipal Corporation,Low,9
"Routine complaint from Gomti Nagar Lucknow on no electricity, not urgent but needs attention. RefL485",Electricity,Electricity Board,Low,12
"When possible, improve appointment slot delay at Indiranagar Bengaluru; issue is low priority now. RefL105",Government Services,Revenue Department,Low,8
"Please improve medical problem in Patia Bhubaneswar, this is a minor suggestion. RefL391",Healthcare,Health Department,Low,8
"Small inconvenience in Mayur Vihar Delhi because of medical problem, kindly review. RefL111",Healthcare,Health Department,Low,9
"Average level road damage seen in Noida Sector 62, issue pending from 1 days. RefM354",Roads & Infrastructure,PWD,Medium,5
"Since 8 days in Aliganj Lucknow, outage and service is completely down. RefH16",Electricity,Electricity Board,High,1
"In Patia Bhubaneswar we have severe road damage for 9 days, please fix urgently. RefH214",Roads & Infrastructure,PWD,High,1
"Small inconvenience in T Nagar Chennai because of late buses, kindly review. RefL446",Public Transport,Transport Department,Low,15
"Small inconvenience in Banashankari Bengaluru because of road damage, kindly review. RefL242",Roads & Infrastructure,PWD,Low,9
"Average level late buses seen in Noida Sector 62, issue pending from 1 days. RefM54",Public Transport,Transport Department,Medium,3
"Kothrud Pune has pipeline issue sometimes, response is slow and there is delay. RefM129",Water Supply,Municipal Corporation,Medium,4
There is transport style delay in service at Rajendra Nagar Patna due to broken roads. RefM340,Roads & Infrastructure,PWD,Medium,6
"When possible, improve dirty at Adyar Chennai; issue is low priority now. RefL470",Sanitation & Garbage,Municipal Corporation,Low,11
"Civil Lines Prayagraj facing bus delay continuously for 6 days, urgnt action needed. RefH376",Public Transport,Transport Department,High,2
"When possible, improve unhygienic at Ameerpet Hyderabad; issue is low priority now. RefL120",Sanitation & Garbage,Municipal Corporation,Low,15
"Please improve unhygienic in Anna Nagar Chennai, this is a minor suggestion. RefL1",Sanitation & Garbage,Municipal Corporation,Low,8
"In Viman Nagar Pune we have severe littering for 5 days, please fix urgently. RefH71",Sanitation & Garbage,Municipal Corporation,High,2
"Andheri East Mumbai has potholes sometimes, response is slow and there is delay. RefM466",Roads & Infrastructure,PWD,Medium,3
"Rajendra Nagar Patna facing no doctor continuously for 7 days, urgent action needed. RefH342",Healthcare,Health Department,High,3
"Since 3 days in Whitefield Bengaluru, bus delay and service is completely down. RefH306",Public Transport,Transport Department,High,1
"trash not working in Karol Bagh Delhi from 5 days, situation is very high impact. RefH400",Sanitation & Garbage,Municipal Corporation,High,2
"Howrah Maidan has no buses sometimes, response is slow and there is delay. RefM390",Public Transport,Transport Department,Medium,3
"In Banashankari Bengaluru, bad roads is moderate but regular from last 1 days. RefM60",Roads & Infrastructure,PWD,Medium,6
"In Hinjewadi Pune, no buses is moderate but regular from last 1 days. RefM201",Public Transport,Transport Department,Medium,7
"Average level blackout seen in Saket Delhi, issue pending from 1 days. RefM128",Electricity,Electricity Board,Medium,4
"dumping not working in Rajendra Nagar Patna from 9 days, situation is very high impact. RefH435",Sanitation & Garbage,Municipal Corporation,High,2
"In Mayur Vihar Delhi, appointment slot delay is moderate but regular from last 1 days. RefM21",Government Services,Revenue Department,Medium,3
"littering not working in Hinjewadi Pune from 7 days, situation is very high impact. RefH36",Sanitation & Garbage,Municipal Corporation,High,3
"Please improve hospital issue in Kondapur Hyderabad, this is a minor suggestion. RefL405",Healthcare,Health Department,Low,10
"Since 8 days in Banashankari Bengaluru, garbage and service is completely down. RefH183",Sanitation & Garbage,Municipal Corporation,High,1
"When possible, improve transport issue at Patia Bhubaneswar; issue is low priority now. RefL299",Public Transport,Transport Department,Low,8
"late buses not working in T Nagar Chennai from 6 days, situation is very high impact. RefH180",Public Transport,Transport Department,High,1
"Small inconvenience in Shivajinagar Pune because of certificate not updated, kindly review. RefL350",Government Services,Revenue Department,Low,8
"Average level medical problem seen in Kondapur Hyderabad, issue pending from 1 days. RefM125",Healthcare,Health Department,Medium,5
"In Bopal Ahmedabad, dirty is moderate but regular from last 2 days. RefM169",Sanitation & Garbage,Municipal Corporation,Medium,3
"Average level outage seen in Ameerpet Hyderabad, issue pending from 1 days. RefM198",Electricity,Electricity Board,Medium,5
"In Nerul Navi Mumbai we have severe verification not completed for 4 days, please fix urgently. RefH182",Government Services,Revenue Department,High,3
"When possible, improve application pending at Sector 21 Gurugram; issue is low priority now. RefL189",Government Services,Revenue Department,Low,11
"Karol Bagh Delhi facing power cut continuously for 7 days, urgent action needed. RefH450",Electricity,Electricity Board,High,3
"Please improve potholes in T Nagar Chennai, this is a minor suggestion. RefL179",Roads & Infrastructure,PWD,Low,10
"In Civil Lines Prayagraj, verification not completed is moderate but regular from last 1 days. RefM399",Government Services,Revenue Department,Medium,4
"Please improve no water in Kankarbagh Patna, this is a minor suggestion. RefL290",Water Supply,Municipal Corporation,Low,10
"Average level pipeline issue seen in Kothrud Pune, issue pending from 2 days. RefM94",Water Supply,Municipal Corporation,Medium,5
"In Viman Nagar Pune we have severe no doctor for 7 days, please fix urgently. RefH293",Healthcare,Health Department,High,2
"Mansarovar Jaipur facing bad roads continuously for 5 days, urgent action needed. RefH88",Roads & Infrastructure,PWD,High,1
"Average level water shortage seen in Thane West, issue pending from 2 days. RefM416",Water Supply,Municipal Corporation,Medium,5
